"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21-21322-78-linha218983","218985","remover","2","1","2121352921322078331912257209200031100100030131-       \0034140","2121352921322078331912257209200031100100030131-       \0034140","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363471","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-79-linha218991","218991","manter","2","1","2121352921322079331911757209200017210000000031-       \0034142","2121352921322079331911757209200017210000000031-       \0034142","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363476","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-79-linha218991","218997","remover","2","1","2121352921322079331911757209200017210000000031-       \0034142","2121352921322079331911757209200017210000000031-       \0034142","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363476","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-80-linha219001","219001","manter","2","1","2121352921322080331911557209200004200000000035-       \0034144","2121352921322080331911557209200004200000000035-       \0034144","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363483","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-80-linha219003","219003","manter","2","1","2121352921322080332311657209200031100000000034-       \0034144","2121352921322080332311657209200031100000000034-       \0034144","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363488","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-80-linha219001","219008","remover","2","1","2121352921322080331911557209200004200000000035-       \0034144","2121352921322080331911557209200004200000000035-       \0034144","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363483","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-80-linha219003","219013","remover","2","1","2121352921322080332311657209200031100000000034-       \0034144","2121352921322080332311657209200031100000000034-       \0034144","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363488","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-81-linha219016","219016","manter","2","1","2121352921322081331212057209200005310000000035-       \0034146","2121352921322081331212057209200005310000000035-       \0034146","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363492","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-81-linha219016","219018","remover","2","1","2121352921322081331212057209200005310000000035-       \0034146","2121352921322081331212057209200005310000000035-       \0034146","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363492","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-84-linha219047","219047","manter","2","1","212135292132208433291155720920003110000000005391325176\0034152","212135292132208433291155720920003110000000005391325176\0034152","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363507","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-84-linha219048","219048","manter","2","1","212135292132208433141195720920003110010004035391325176\0034152","212135292132208433141195720920003110010004035391325176\0034152","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363514","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-84-linha219047","219049","remover","2","1","212135292132208433291155720920003110000000005391325176\0034152","212135292132208433291155720920003110000000005391325176\0034152","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363507","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-84-linha219048","219055","remover","2","1","212135292132208433141195720920003110010004035391325176\0034152","212135292132208433141195720920003110010004035391325176\0034152","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363514","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-85-linha219060","219060","manter","2","1","212135292132208533191215720920001110000000006398924126\0034154","212135292132208533191215720920001110000000006398924126\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363518","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219061","219061","manter","2","1","212135292132208533191225720920001420000000007361423516\0034154","212135292132208533191225720920001420000000007361423516\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363517","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219063","219063","manter","2","1","2121352921322085331912057209200031100000000031-       \0034154","2121352921322085331912057209200031100000000031-       \0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363519","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219064","219064","manter","2","1","212135292132208533241235720920003110000000005391325176\0034154","212135292132208533241235720920003110000000005391325176\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363522","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219065","219065","manter","2","1","2121352921322085332911757209200008210000000035-       \0034154","2121352921322085332911757209200008210000000035-       \0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363520","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219060","219067","remover","2","1","212135292132208533191215720920001110000000006398924126\0034154","212135292132208533191215720920001110000000006398924126\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363518","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219061","219068","remover","2","1","212135292132208533191225720920001420000000007361423516\0034154","212135292132208533191225720920001420000000007361423516\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363517","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219064","219069","remover","2","1","212135292132208533241235720920003110000000005391325176\0034154","212135292132208533241235720920003110000000005391325176\0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363522","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219065","219070","remover","2","1","2121352921322085332911757209200008210000000035-       \0034154","2121352921322085332911757209200008210000000035-       \0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363520","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-85-linha219063","219071","remover","2","1","2121352921322085331912057209200031100000000031-       \0034154","2121352921322085331912057209200031100000000031-       \0034154","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363519","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-88-linha219094","219094","manter","2","1","212135292132208833291185720920003110000001015391325176\0034160","212135292132208833291185720920003110000001015391325176\0034160","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363540","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-88-linha219094","219099","remover","2","1","212135292132208833291185720920003110000001015391325176\0034160","212135292132208833291185720920003110000001015391325176\0034160","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363540","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-90-linha219112","219112","manter","2","1","212135292132209033291225720920003110000001017354323286\0034164","212135292132209033291225720920003110000001017354323286\0034164","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363549","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-90-linha219115","219115","manter","2","1","2121352921322090332911757209200016200000000034-       \0034164","2121352921322090332911757209200016200000000034-       \0034164","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363550","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-90-linha219112","219121","remover","2","1","212135292132209033291225720920003110000001017354323286\0034164","212135292132209033291225720920003110000001017354323286\0034164","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363549","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-90-linha219115","219124","remover","2","1","2121352921322090332911757209200016200000000034-       \0034164","2121352921322090332911757209200016200000000034-       \0034164","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363550","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-98-linha219203","219203","manter","2","1","212135292132209833191215720920001520000000007385226126\0034180","212135292132209833191215720920001520000000007385226126\0034180","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363603","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-98-linha219203","219206","remover","2","1","212135292132209833191215720920001520000000007385226126\0034180","212135292132209833191215720920001520000000007385226126\0034180","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363603","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-100-linha219219","219219","manter","2","1","2121352921322100332211557209200031100000000034-       \0034184","2121352921322100332211557209200031100000000034-       \0034184","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363615","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-100-linha219219","219222","remover","2","1","2121352921322100332211557209200031100000000034-       \0034184","2121352921322100332211557209200031100000000034-       \0034184","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363615","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-105-linha219276","219276","manter","2","1","212135292132210533191175720920003110000000003398223210\0034194","212135292132210533191175720920003110000000003398223210\0034194","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363648","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-105-linha219276","219287","remover","2","1","212135292132210533191175720920003110000000003398223210\0034194","212135292132210533191175720920003110000000003398223210\0034194","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363648","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-106-linha219299","219299","manter","2","1","212135292132210633221395718919183110010001017357125136\0034196","212135292132210633221395718919183110010001017357125136\0034196","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363665","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-106-linha219299","219310","remover","2","1","212135292132210633221395718919183110010001017357125136\0034196","212135292132210633221395718919183110010001017357125136\0034196","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363665","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-117-linha219417","219417","manter","2","1","212135292132211733291225420920001620000000007393125126\0034218","212135292132211733291225420920001620000000007393125126\0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363734","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-117-linha219418","219418","manter","2","1","2121352921322117332911654209200014200000000038-       \0034218","2121352921322117332911654209200014200000000038-       \0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363735","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-117-linha219419","219419","manter","2","1","2121352921322117331912554209200015200000000038-       \0034218","2121352921322117331912554209200015200000000038-       \0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363733","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-117-linha219417","219420","remover","2","1","212135292132211733291225420920001620000000007393125126\0034218","212135292132211733291225420920001620000000007393125126\0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363734","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-117-linha219419","219421","remover","2","1","2121352921322117331912554209200015200000000038-       \0034218","2121352921322117331912554209200015200000000038-       \0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363733","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-117-linha219418","219422","remover","2","1","2121352921322117332911654209200014200000000038-       \0034218","2121352921322117332911654209200014200000000038-       \0034218","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363735","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-123-linha219466","219466","manter","2","1","212135292132212333291205720920001520000000006368923396\0034230","212135292132212333291205720920001520000000006368923396\0034230","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363765","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-123-linha219466","219468","remover","2","1","212135292132212333291205720920001520000000006368923396\0034230","212135292132212333291205720920001520000000006368923396\0034230","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363765","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-127-linha219502","219502","manter","2","1","212135292132212733291325720920001420040008045393325137\0034238","212135292132212733291325720920001420040008045393325137\0034238","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363787","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-127-linha219506","219506","manter","2","1","212135292132212733191175720920003110000000005332321206\0034238","212135292132212733191175720920003110000000005332321206\0034238","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363788","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-127-linha219502","219509","remover","2","1","212135292132212733291325720920001420040008045393325137\0034238","212135292132212733291325720920001420040008045393325137\0034238","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363787","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-127-linha219506","219511","remover","2","1","212135292132212733191175720920003110000000005332321206\0034238","212135292132212733191175720920003110000000005332321206\0034238","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363788","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-130-linha219549","219549","manter","2","1","2121352921322130332911857209200006310000000035-       \0034244","2121352921322130332911857209200006310000000035-       \0034244","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363812","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-130-linha219549","219554","remover","2","1","2121352921322130332911857209200006310000000035-       \0034244","2121352921322130332911857209200006310000000035-       \0034244","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363812","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-131-linha219560","219560","manter","2","1","212135292132213133191225720920001110000000006398225156\0034246","212135292132213133191225720920001110000000006398225156\0034246","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363823","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-131-linha219566","219566","manter","2","1","2121352921322131332912357209200016200100030134-       \0034246","2121352921322131332912357209200016200100030134-       \0034246","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363822","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-131-linha219566","219571","remover","2","1","2121352921322131332912357209200016200100030134-       \0034246","2121352921322131332912357209200016200100030134-       \0034246","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363822","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-131-linha219560","219572","remover","2","1","212135292132213133191225720920001110000000006398225156\0034246","212135292132213133191225720920001110000000006398225156\0034246","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363823","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-135-linha219607","219607","manter","2","1","2121352921322135332212054209200017210000000034-       \0034254","2121352921322135332212054209200017210000000034-       \0034254","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363853","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-135-linha219607","219615","remover","2","1","2121352921322135332212054209200017210000000034-       \0034254","2121352921322135332212054209200017210000000034-       \0034254","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363853","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-136-linha219623","219623","manter","2","1","2121352921322136331911557209200031100000000031-       \0034256","2121352921322136331911557209200031100000000031-       \0034256","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363857","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-136-linha219623","219629","remover","2","1","2121352921322136331911557209200031100000000031-       \0034256","2121352921322136331911557209200031100000000031-       \0034256","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363857","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-139-linha219651","219651","manter","2","1","2121352921322139331312554209200011100000000031-       \0034262","2121352921322139331312554209200011100000000031-       \0034262","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363882","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-139-linha219651","219653","remover","2","1","2121352921322139331312554209200011100000000031-       \0034262","2121352921322139331312554209200011100000000031-       \0034262","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363882","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
